TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Peony Customizable Leather Bookmark","Hand-dyed 3oz Veg-tanned Leather Peony bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,40,"flower,peony,personalized,customized_bookmark,Nature_bookmark,accessories,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/6ea131/2407107995/il_fullxfull.2407107995_idq8.jpg,https://i.etsystatic.com/19409017/r/il/6961dd/2407108089/il_fullxfull.2407108089_ttt0.jpg,https://i.etsystatic.com/19409017/r/il/c8bea0/2407107859/il_fullxfull.2407107859_oo5x.jpg,,,,,,,,,,,,,,
"Dragon Customizable Leather Bookmark","Hand-dyed 3oz Veg-tanned Leather Dragon bookmark. The dye colours are Gold and Bordeaux. It is 16.5 cm long and 3.5 cm wide.",25,CAD,87,"dragon_bookmark,fantasy_gifts,dragon,personalized,customized_bookmark,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts,personalize_gift",,https://i.etsystatic.com/19409017/r/il/073dff/2983248813/il_fullxfull.2983248813_kibb.jpg,https://i.etsystatic.com/19409017/r/il/5e6023/2778851054/il_fullxfull.2778851054_ece8.jpg,https://i.etsystatic.com/19409017/r/il/1cf965/2778851078/il_fullxfull.2778851078_rwd5.jpg,https://i.etsystatic.com/19409017/r/il/d6290e/2826531179/il_fullxfull.2826531179_36v1.jpg,,,,,,,,,,,,,
"Camp Crystal Lake Leather Replica Key Fob","Hand dyed, hand stitched leather key ring. Laser etched Camp Crystal Lake Information. Personalization available on the back. Hand dyed vegetable tanned leather in bordeaux with black waxed thread stitching.",25,CAD,44,"camp_Crystal_Lake,Jason,Friday_the_13th,custom_leather,leather_keychain,Bates_Motel,horror,classic_horror,key_fob,key_ring,gifts,accessories_for_men,accessories_women",,https://i.etsystatic.com/19409017/r/il/317104/2953417672/il_fullxfull.2953417672_g37e.jpg,https://i.etsystatic.com/19409017/r/il/b164c6/2326440590/il_fullxfull.2326440590_pmvy.jpg,https://i.etsystatic.com/19409017/r/il/2c07bd/2953192866/il_fullxfull.2953192866_1u6q.jpg,https://i.etsystatic.com/19409017/r/il/a22cda/2374027355/il_fullxfull.2374027355_hov3.jpg,https://i.etsystatic.com/19409017/r/il/81de24/2326440438/il_fullxfull.2326440438_mqyw.jpg,https://i.etsystatic.com/19409017/r/il/a7349b/3000899891/il_fullxfull.3000899891_g6wu.jpg,https://i.etsystatic.com/19409017/r/il/ccea9d/2953192886/il_fullxfull.2953192886_lva0.jpg,https://i.etsystatic.com/19409017/r/il/dbefff/3000909189/il_fullxfull.3000909189_pwa9.jpg,https://i.etsystatic.com/19409017/r/il/d5bfd0/3000909179/il_fullxfull.3000909179_bur2.jpg,,,,,,,,
"Double Sided Family recipe cutting board, Grandma's Handwritten Recipe cutting board, custom cutting board, Mom's handwriting cutting board","Laser engraved bamboo cutting board to preserve your special family recipe. Available in 3 sizes: 11 inch x 14 inch (27.9 cm x 35.5 cm), 8 inch x 10 inch (20.3 cm x 13.9 cm), 8 inch x 5.5 inch (20.3 cm x 13.9 cm). One recipe on each side!


When sending your recipes for engraving PLEASE SCAN the recipe - the engraved result will be so much better!

I recommend this board for decorative use and not every day kitchen use. Absolutely do not put them in the dishwasher!",65,CAD,256,"engraved_recipe,moms_recipe,grandmas_recipe,recipe_cutting_board,family_heirloom,engraved,keepsake,bamboo_cutting_board,personalized_gift,custom_cutting_board,Gifts,Home_and_Dining,personalize_gift",Wood,https://i.etsystatic.com/19409017/r/il/a2d0cd/2017482687/il_fullxfull.2017482687_oafi.jpg,https://i.etsystatic.com/19409017/r/il/ad24a9/2017482525/il_fullxfull.2017482525_eqfp.jpg,https://i.etsystatic.com/19409017/r/il/9e87a3/1969930318/il_fullxfull.1969930318_n0zj.jpg,https://i.etsystatic.com/19409017/r/il/a06165/2017482751/il_fullxfull.2017482751_qzcq.jpg,,,,,,,Dimensions,Dimensions,"8 x 5.5,8 x 10,11 x 14",,,,"PV75q0kZNq188qRv,dwE56pgy628aYJdx,85vbvWp2agYlrWn0"
"Ghost Leather Bookmark With Custom Text","Hand-dyed 3oz Veg-tanned Leather bookmark. The dye colours are Silver, white and black. It is 15 cm long and 3 cm wide.",25,CAD,65,"ghost,Halloween_gift,book_club_gifts,fall_bookmark,Halloween,personalized,customized_bookmark,books,leather_book_mark,leather_bookmark,bookmark,custom_bookmark",,https://i.etsystatic.com/19409017/r/il/6924d4/3387293605/il_fullxfull.3387293605_i3gi.jpg,https://i.etsystatic.com/19409017/r/il/69534f/3339600058/il_fullxfull.3339600058_bqsq.jpg,https://i.etsystatic.com/19409017/r/il/5fb0bb/3380165623/il_fullxfull.3380165623_o8cl.jpg,https://i.etsystatic.com/19409017/r/il/d46d22/3387294209/il_fullxfull.3387294209_jnvn.jpg,https://i.etsystatic.com/19409017/r/il/f280c2/3339600696/il_fullxfull.3339600696_46ms.jpg,https://i.etsystatic.com/19409017/r/il/83c5a0/3387294323/il_fullxfull.3387294323_opw3.jpg,https://i.etsystatic.com/19409017/r/il/24d86e/3332471488/il_fullxfull.3332471488_s87k.jpg,,,,,,,,,,
"Customizable Daisy  Leather Bookmark","Hand-dyed 3oz Veg-tanned Leather Daisy bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,44,"daisy,flower_bookmark,flower,personalized,customized_bookmark,Nature_bookmark,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts,personalize_gift",,https://i.etsystatic.com/19409017/r/il/11a9f0/2387953406/il_fullxfull.2387953406_nehb.jpg,https://i.etsystatic.com/19409017/r/il/fd301c/2435569709/il_fullxfull.2435569709_t1wc.jpg,https://i.etsystatic.com/19409017/r/il/ca5ef6/2387953186/il_fullxfull.2387953186_dihl.jpg,https://i.etsystatic.com/19409017/r/il/4ab00c/2435569887/il_fullxfull.2435569887_55zb.jpg,https://i.etsystatic.com/19409017/r/il/1fcf15/2435570049/il_fullxfull.2435570049_piuc.jpg,,,,,,,,,,,,
"Rose Customizable Leather Bookmark","Hand-dyed 3oz Veg-tanned Leather Peony bookmark. The dye colour is Bordeaux the rose is hand painted. It is 16 cm long and 4 cm wide.",25,CAD,38,"new_moon_technocraft,rose,flower,personalized,customized_bookmark,Nature_bookmark,accessories,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/3685a1/2960686366/il_fullxfull.2960686366_149x.jpg,https://i.etsystatic.com/19409017/r/il/398eac/3008393219/il_fullxfull.3008393219_bcuy.jpg,https://i.etsystatic.com/19409017/r/il/68de2e/3008393215/il_fullxfull.3008393215_2ov0.jpg,https://i.etsystatic.com/19409017/r/il/f717b1/3008393441/il_fullxfull.3008393441_hv33.jpg,https://i.etsystatic.com/19409017/r/il/b95308/3008393463/il_fullxfull.3008393463_8kcs.jpg,https://i.etsystatic.com/19409017/r/il/c3571f/3008393489/il_fullxfull.3008393489_tfq0.jpg,,,,,,,,,,,
"Custom Dog Hair Accessories Leather White Rabbit Corset Top Hat","Custom hair accessories for your adorable fluffy friend! Select the colour that you would like!",20,CAD,45,"dog_bow,dog_accessories,dog_hat,cute_dog,Pet_supplies,Pet_accessories,shih_tzu_hair_bow,dog_hair_bows,puppy_bow,yorkie_bow,maltese_bow,custom_dog_bow,alice_in_wonderland",,https://i.etsystatic.com/19409017/r/il/c0dc34/1835103039/il_fullxfull.1835103039_m9dt.jpg,https://i.etsystatic.com/19409017/r/il/7db535/1835103301/il_fullxfull.1835103301_j61b.jpg,,,,,,,,,,,,,,,
"Hydrangea Customizable Leather Journal Cover","Hand dyed, hand stitched leather notebook cover. Three sizes available- composition book, regular or pocket Moleskin size. Your choice of graphics and/or text on the front. Vegetable tanned leather hand dyed Bordeaux with waxed black stitching.",62,CAD,140,"hydrangea,self_care,personalized_journal,custom_bullet,leather_journal,leather_book_cover,office,planner,diary,gifts,accessories,bullet_journal,moleskin_cover",,https://i.etsystatic.com/19409017/r/il/d91293/2624802615/il_fullxfull.2624802615_h420.jpg,https://i.etsystatic.com/19409017/r/il/39d658/2577145744/il_fullxfull.2577145744_pl2k.jpg,https://i.etsystatic.com/19409017/r/il/2a021b/2582202730/il_fullxfull.2582202730_tmto.jpg,https://i.etsystatic.com/19409017/r/il/31e88d/2582202732/il_fullxfull.2582202732_alpu.jpg,https://i.etsystatic.com/19409017/r/il/302b3a/2629866061/il_fullxfull.2629866061_sy1b.jpg,,,,,,Size,Size,"4x6,5x8.25,7.54x9.75",,,,"L1gP5Q0R5qLvj3yQr,lN651Rm8V8O45Qlg,JQdX47v5Xpz53wlD"
"Witch Hat Leather Bookmark With Custom Text","Hand-dyed 3oz Veg-tanned Leather bookmark. The dye colours are Purple, black and Bordeaux. It is 15 cm long and 3 cm wide.",25,CAD,65,"witches_hat,witch,Halloween_gift,book_club_gifts,fall_bookmark,Halloween,personalized,customized_bookmark,books,leather_book_mark,leather_bookmark,bookmark,custom_bookmark",,https://i.etsystatic.com/19409017/r/il/74d2e9/3392340677/il_fullxfull.3392340677_exzr.jpg,https://i.etsystatic.com/19409017/r/il/5fb0bb/3380165623/il_fullxfull.3380165623_o8cl.jpg,https://i.etsystatic.com/19409017/r/il/cfc2d0/3392340645/il_fullxfull.3392340645_knkv.jpg,https://i.etsystatic.com/19409017/r/il/24d86e/3332471488/il_fullxfull.3332471488_s87k.jpg,https://i.etsystatic.com/19409017/r/il/b2ff17/3344645066/il_fullxfull.3344645066_lzuh.jpg,,,,,,,,,,,,
"Handmade Hardwood Handwritten Recipe cutting board, custom cutting board, Mom's/Grandma's handwriting cutting board","Laser engraved handmade maple cutting board to preserve your special family recipe. Available in sizes  8 inch x 10 inch (20.3 cm x 13.9 cm).

When sending your recipes for engraving PLEASE SCAN the recipe - the engraved result will be so much better!

I recommend this board for decorative use and not every day kitchen use. Absolutely do not put them in the dishwasher!",75,CAD,147,"engraved_recipe,moms_recipe,grandmas_recipe,recipe_cutting_board,family_heirloom,engraved,keepsake,bamboo_cutting_board,personalized_gift,custom_cutting_board,Kitchen,Gifts,Home_and_Dining",Wood,https://i.etsystatic.com/19409017/r/il/dfd450/2128463880/il_fullxfull.2128463880_9tve.jpg,https://i.etsystatic.com/19409017/r/il/a2d0cd/2017482687/il_fullxfull.2017482687_oafi.jpg,https://i.etsystatic.com/19409017/r/il/ad24a9/2017482525/il_fullxfull.2017482525_eqfp.jpg,https://i.etsystatic.com/19409017/r/il/9e87a3/1969930318/il_fullxfull.1969930318_n0zj.jpg,https://i.etsystatic.com/19409017/r/il/a06165/2017482751/il_fullxfull.2017482751_qzcq.jpg,,,,,,Dimensions,Dimensions,"11 x 14,8 x 10,8 x 5.5",,,,"LRDl9xRgQZWy7R99,ZL0q7M54J0NVNllo,qOMv1PM4jrl1M9a1"
"Leather Celtic Knot Coffee Sleeve","Protect your fingers in style with this celtic knot leather coffee sleeve. Fits most commercial take-out coffee cups. Vegetable tanned leather dyed Bordeaux with double capped antique brass rivet closures.",20,CAD,48,"Kitchen,Accessories,Cup_Holder,Gifts,Gifts_for_Men,Gifts_for_Teacher,Leather,Reusable,Celtic_knot,Coffee_sleeve,Home_and_Dining,Celtic,Custom",,https://i.etsystatic.com/19409017/r/il/f1086c/1753722202/il_fullxfull.1753722202_2qec.jpg,https://i.etsystatic.com/19409017/r/il/2432a3/1801175677/il_fullxfull.1801175677_9zxw.jpg,https://i.etsystatic.com/19409017/r/il/dbceac/1801183959/il_fullxfull.1801183959_mgm3.jpg,,,,,,,,,,,,,,
"Customizable Leather Bookmark Open Book  With Quote","Hand-dyed 3oz Veg-tanned Leather bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,65,"book,quote,personalized,customized_bookmark,accessories,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts,custom_bookmark,literary",,https://i.etsystatic.com/19409017/r/il/c7398f/2252835606/il_fullxfull.2252835606_26m0.jpg,https://i.etsystatic.com/19409017/r/il/ed8b1e/2252835620/il_fullxfull.2252835620_paot.jpg,https://i.etsystatic.com/19409017/r/il/e4111a/2300435479/il_fullxfull.2300435479_4r6t.jpg,,,,,,,,,,,,,,
"Roses and Thorns Leather Bookmark with Custom Text","Hand-dyed 3oz Veg-tanned leather bookmark with Roses and Thorns drawing and your text in old English script. It is 16 cm long and 3.5 cm wide.",25,CAD,19,"roses,gothic,gothic_bookmark,witchy_things,custom_bookmark,customized_bookmark,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts,personalize_gift",,https://i.etsystatic.com/19409017/r/il/5bd58a/3407320090/il_fullxfull.3407320090_gj8a.jpg,https://i.etsystatic.com/19409017/r/il/6138d6/3407319830/il_fullxfull.3407319830_afda.jpg,https://i.etsystatic.com/19409017/r/il/e986d1/3454987417/il_fullxfull.3454987417_6jfr.jpg,https://i.etsystatic.com/19409017/r/il/b569d5/3407319850/il_fullxfull.3407319850_55r9.jpg,https://i.etsystatic.com/19409017/r/il/b58f65/3454987587/il_fullxfull.3454987587_3yhs.jpg,https://i.etsystatic.com/19409017/r/il/3639a0/3454987613/il_fullxfull.3454987613_75et.jpg,https://i.etsystatic.com/19409017/r/il/6d2c73/3407320128/il_fullxfull.3407320128_5zo5.jpg,https://i.etsystatic.com/19409017/r/il/f29767/3407319926/il_fullxfull.3407319926_avl1.jpg,https://i.etsystatic.com/19409017/r/il/359222/3454987835/il_fullxfull.3454987835_61jo.jpg,https://i.etsystatic.com/19409017/r/il/8950a7/3454987905/il_fullxfull.3454987905_dd6w.jpg,Colour,"Primary colour","Black,Blue,Bronze,Brown,Copper,Gold,Grey,Green,Pink,Purple,Red,Silver",,,,"vwJyXw3OWdg6DnkE,xRP4A9YrjwgqwgZL,9E8ZJR22YVXaq7xv,R9LzXzrr6Omb0aq7,vl67yqVo8E1dE5VR,NzWawzm2XPok4nja,y87RrpoZNEw67LElb,2bv1byj73dlDl9Xb,OX0LYbNaE6g42g87,2LXMLL4DnrN3lzyo,EDAa6ZExR5qN0mNR,nkMo0pVPNZapdYEy9"
"Moon Phase Leather Bookmark with Custom Text","Hand-dyed black 3oz Veg-tanned leather bookmark with moon phases cut out. It is 16 cm long and 3.5 cm wide. You can engrave a name or text at the top or the bottom.",25,CAD,550,"moon_phase_bookmark,witchy_things,moon_phase,moon,custom_bookmark,customized_bookmark,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts,personalize_gift",,https://i.etsystatic.com/19409017/r/il/18bbb7/2976888805/il_fullxfull.2976888805_82qc.jpg,https://i.etsystatic.com/19409017/r/il/df2b3b/2976889083/il_fullxfull.2976889083_nn3f.jpg,https://i.etsystatic.com/19409017/r/il/79e268/2929186120/il_fullxfull.2929186120_84cj.jpg,https://i.etsystatic.com/19409017/r/il/49f3e8/2929186254/il_fullxfull.2929186254_1x5c.jpg,https://i.etsystatic.com/19409017/r/il/1ed87a/2976889297/il_fullxfull.2976889297_mao9.jpg,https://i.etsystatic.com/19409017/r/il/ab6441/2976889307/il_fullxfull.2976889307_ih3x.jpg,https://i.etsystatic.com/19409017/r/il/2d202d/2976889417/il_fullxfull.2976889417_egfh.jpg,,,,Colour,"Primary colour","Purple,Gold,Grey,Bronze,Silver,Brown,Red,Copper,Black,Pink,Blue,Green",,,,"vwJyXw3OWdg6DnkE,NzWawzm2XPok4nja,y87RrpoZNEw67LElb,xRP4A9YrjwgqwgZL,nkMo0pVPNZapdYEy9,R9LzXzrr6Omb0aq7,vl67yqVo8E1dE5VR,2bv1byj73dlDl9Xb,OX0LYbNaE6g42g87,2LXMLL4DnrN3lzyo,EDAa6ZExR5qN0mNR,9E8ZJR22YVXaq7xv"
"Customizable Forget Me Not  Leather Bookmark","Hand-dyed 3oz Veg-tanned Leather Forget Me Not bookmark. The dye colours are Gold, Silver Blue and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,17,"flower_bookmark,forget_me_not,flower,personalized,customized_bookmark,Nature_bookmark,accessories,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/20cba2/2407111549/il_fullxfull.2407111549_2ha2.jpg,https://i.etsystatic.com/19409017/r/il/072664/2359510494/il_fullxfull.2359510494_dldq.jpg,https://i.etsystatic.com/19409017/r/il/5b694b/2407111747/il_fullxfull.2407111747_on0h.jpg,,,,,,,,,,,,,,
"Lace and Roses Leather Journal Cover","This order was a custom design that I made for my daughter and then I made one in sketchbook cover format for myself! When I get an order for a custom cover I ask the customer what they are looking for. I then design an initial cover idea. I’ll send a digital proof and the customer provides feedback. I make changes and repeat the process until we have something that the customer LOVES. I then cut and engrave the leather, dye it, stitch (by hand), finish the edges and protect it. Three sizes available - composition book, regular or pocket Moleskin size. If I don't offer your size ask! I make my own patterns. Your choice of graphics and/or text on the front. Vegetable tanned leather hand your choice of colour with waxed black stitching.",62,CAD,1480,"book_of_shadows,gothic,lace,roses,personalized_journal,leather_journal,leather_book_cover,planner,diary,bullet_journal,personalize_gift,gothic_journal,gothic_planner",,https://i.etsystatic.com/19409017/r/il/aa8eb4/3398900927/il_fullxfull.3398900927_7d0e.jpg,https://i.etsystatic.com/19409017/r/il/c3db62/3398900945/il_fullxfull.3398900945_9tsf.jpg,https://i.etsystatic.com/19409017/r/il/d11446/3351203308/il_fullxfull.3351203308_j01s.jpg,https://i.etsystatic.com/19409017/r/il/dea8a0/3351203440/il_fullxfull.3351203440_qxaa.jpg,https://i.etsystatic.com/19409017/r/il/39d658/2577145744/il_fullxfull.2577145744_pl2k.jpg,https://i.etsystatic.com/19409017/r/il/c9a960/3398901109/il_fullxfull.3398901109_8m0h.jpg,https://i.etsystatic.com/19409017/r/il/2d979b/3398901131/il_fullxfull.3398901131_7huu.jpg,https://i.etsystatic.com/19409017/r/il/7ecca7/3351203574/il_fullxfull.3351203574_kzbc.jpg,https://i.etsystatic.com/19409017/r/il/611c33/3351203604/il_fullxfull.3351203604_t6iv.jpg,https://i.etsystatic.com/19409017/r/il/6eb405/3351203622/il_fullxfull.3351203622_ajg0.jpg,Size,Size,"4x6,5x8.25,7.54x9.75",Colour,"Primary colour","Black,Bordeaux,Blue,Bronze,Silver,Red,Purple,Green,Grey,Brown,Gold","WMzmyX1W2pOgd125,vAwjdPjxx1XlVmmA5,20dvLvxOVjjb7v6VY,3qw3gJr6nmJmL61Y,RmyZ6Oo83Ebx1AgQa,W8DNZAqo3En8zalJ2,6YL6RprqN53Jy1xjj,b5OO03pdDLPon6PWo,75d41VZRk3lDk1Ej,mqPbAnExX7zRVNREN,zjzJQQznEQQayVkkl,qYp4gb778Z6PNw10,oRONwNpOy71kb7mJ,1zgO3opkvo67b1bNY,2XPZYndAX35OrDrl,2qEDoXoyDxzrpm0N,gry4ppynMawl8Xay,ARXPkRDqNJQzQZvk,mgv8ErzPXn1j9o1E,Q7QdZPomVMk0nrvEM,31oLp78M62Ojd3ln,5d5YLd9NnRn3qb9b,jqX2yrR9APxrl31N,q0VbOpy6wrZo2wqvW,20jydRmp20pk8oMRb,E1orb2Pxao98g3W6,2ZPaJ71JR5QgW8Yl,pAZx95PM2A12bXPg,kd3JpOREmAVJ34Zr,EVzO26OgoXMm7qJq,ALzoYW218PlMg5ad,4MarA4E2Amr7P4Ov,OVOopO0MqrzQ4zq7"
"Wolf Leather Journal Cover Fully Customizable","Hand dyed, hand stitched leather notebook cover. Three sizes available- composition book, regular or pocket Moleskin size. Your choice of graphics and/or text on the front. Vegetable tanned leather hand your choice of colour with waxed black stitching.",62,CAD,1352,"wolf,self_care,personalized_journal,custom_bullet,leather_journal,leather_book_cover,planner,gifts,bullet_journal,moleskin_cover,personalize_gift,morning_routine",,https://i.etsystatic.com/19409017/r/il/bf7a14/2659660425/il_fullxfull.2659660425_42ng.jpg,https://i.etsystatic.com/19409017/r/il/58ea70/2612001002/il_fullxfull.2612001002_hdlo.jpg,https://i.etsystatic.com/19409017/r/il/0f2953/2659660615/il_fullxfull.2659660615_88wz.jpg,https://i.etsystatic.com/19409017/r/il/65e51f/2612001206/il_fullxfull.2612001206_samc.jpg,https://i.etsystatic.com/19409017/r/il/75373d/2612001422/il_fullxfull.2612001422_479e.jpg,https://i.etsystatic.com/19409017/r/il/d402a4/2612001608/il_fullxfull.2612001608_8o7p.jpg,https://i.etsystatic.com/19409017/r/il/60d8c3/2612001782/il_fullxfull.2612001782_3jev.jpg,https://i.etsystatic.com/19409017/r/il/d48c0d/2659661757/il_fullxfull.2659661757_2bah.jpg,,,Size,Size,"4x6,5x8.25,7.54x9.75",Colour,"Primary colour","Blue,Bronze,Brown,Gold,Grey,Green,Purple,Red,Silver,Bordeaux,Black","QWMMQap3E3m2noZ8,q0WOpENr01XZqz4wQ,6Yg2nMLXLZPWx1yRQ,gn3oj3ZJw4aNbbb1,zqpmL17vm0DgVWp9b,5Ryn20mAomvnx3Xx,jyD316X9yjj9owOq,VnqZVknkg1zzglLP,jy5Y8pW7wYEL1yoR,RmDZmdXOQEaj18ENw,W49az876wlWgQowD,rondM3pROpEEobo3,Yko6WvPjQjpwJRZ0,VogDoMOnWMjqx3Nv,2j6mda5PY3ENDJgZ,nV2w3DlvLp8vNpzd,babv71429JoZzkkj,1Q8am6QOz3a24b78,AmbEgydQ9d3wJNQ1,wPn7E82JNVdD7r3z,ApqxddwzbYA0Mo4k,YlXLj8PEVgkZyE9x,mqOmOnXQ37p15Oz4N,w68NXym2boP6v4WV,kxkmomVY1bw1YjwNr,LXb3mQgJzkjL9P3A,lZYnxXMkElE4pPxg,Z6dl6qgpg0WO141d,Zz5yMNaqzxEJWxXW,Q7AzXONpak7R78AJ8,Zgq1xV0zjOn7Ywqk,AdJnW9Z8L6VxYnVL,2QE13aqNPzVJqxlb"
"Twin Peaks Hotel Leather Replica Key Fob","Hand dyed, hand stitched leather key ring. Laser etched Great Northern Hotel Information from Twin Peaks. Personalization available on the back. Hand dyed vegetable tanned leather in bordeaux with black waxed thread stitching.",25,CAD,38,"vintage_horror,great_northern_hotel,new_moon_technocraft,Twin_Peaks,custom_leather,leather_keychain,horror,classic_horror,key_fob,key_ring,gifts,accessories_for_men,accessories_women",,https://i.etsystatic.com/19409017/r/il/c2adfc/3060497613/il_fullxfull.3060497613_rnj9.jpg,https://i.etsystatic.com/19409017/r/il/6c1cac/3012789484/il_fullxfull.3012789484_2yid.jpg,https://i.etsystatic.com/19409017/r/il/b164c6/2326440590/il_fullxfull.2326440590_pmvy.jpg,https://i.etsystatic.com/19409017/r/il/911f79/3012789464/il_fullxfull.3012789464_4id2.jpg,https://i.etsystatic.com/19409017/r/il/81de24/2326440438/il_fullxfull.2326440438_mqyw.jpg,https://i.etsystatic.com/19409017/r/il/a22cda/2374027355/il_fullxfull.2374027355_hov3.jpg,https://i.etsystatic.com/19409017/r/il/2c07bd/2953192866/il_fullxfull.2953192866_1u6q.jpg,https://i.etsystatic.com/19409017/r/il/d5bfd0/3000909179/il_fullxfull.3000909179_bur2.jpg,https://i.etsystatic.com/19409017/r/il/a7349b/3000899891/il_fullxfull.3000899891_g6wu.jpg,https://i.etsystatic.com/19409017/r/il/34fe0c/3060497633/il_fullxfull.3060497633_m8eq.jpg,,,,,,,
"Customizable Name Leather Journal Cover With Lion","Hand dyed, hand stitched leather notebook cover. Three sizes available- composition book, regular or pocket Moleskin size. Your choice of graphics and/or text on the front. Vegetable tanned leather hand your choice of colour with waxed black stitching.",62,CAD,124,"personalized_journal,custom_bullet,leather_journal,leather_book_cover,office,stationary,planner,diary,accessories,bullet_journal,moleskin_cover,valentines_gift,leather_gift",,https://i.etsystatic.com/19409017/r/il/ccef2b/2624802637/il_fullxfull.2624802637_e1qj.jpg,https://i.etsystatic.com/19409017/r/il/2144f0/2624801117/il_fullxfull.2624801117_i3ql.jpg,https://i.etsystatic.com/19409017/r/il/39d658/2577145744/il_fullxfull.2577145744_pl2k.jpg,https://i.etsystatic.com/19409017/r/il/b88add/2624801369/il_fullxfull.2624801369_bjv6.jpg,https://i.etsystatic.com/19409017/r/il/0febde/2624801871/il_fullxfull.2624801871_l0fz.jpg,https://i.etsystatic.com/19409017/r/il/97398c/2624802157/il_fullxfull.2624802157_d46c.jpg,https://i.etsystatic.com/19409017/r/il/321221/2624802807/il_fullxfull.2624802807_3e6v.jpg,https://i.etsystatic.com/19409017/r/il/d91293/2624802615/il_fullxfull.2624802615_h420.jpg,https://i.etsystatic.com/19409017/r/il/e39b2a/2577148070/il_fullxfull.2577148070_7pks.jpg,,Size,Size,"7.54x9.75,4x6,5x8.25",,,,"7E35ZVxvpzgYaXpk,mYoj1JpP2QjLdoPN,YQRw5xzmbXq0mxn0"
"Customizable Celtic Dragon Knot Leather Bookmark Book Accessories","Hand-dyed 3oz Veg-tanned Leather  Celtic Dragon Knot bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,35,"viking,Celtic_dragon,dragon,custom_bookmark,personalized,customized_bookmark,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts,personalize_gift",,https://i.etsystatic.com/19409017/r/il/a5a880/2154733600/il_fullxfull.2154733600_8b3d.jpg,https://i.etsystatic.com/19409017/r/il/ec95f5/2154733796/il_fullxfull.2154733796_f2ib.jpg,https://i.etsystatic.com/19409017/r/il/1b11a5/2202294511/il_fullxfull.2202294511_4wod.jpg,,,,,,,,,,,,,,
"Customizable Celtic Tree of Life Leather Bookmark Book Accessories","Hand-dyed 3oz Veg-tanned Leather  Celtic Tree of Life bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,23,"custom_bookmark,tree_of_life,personalized,customized_bookmark,Nature_bookmark,accessories,books,Gifts_for_Teacher,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/fe6e21/2069991870/il_fullxfull.2069991870_a4ef.jpg,https://i.etsystatic.com/19409017/r/il/2f2877/2069991648/il_fullxfull.2069991648_c01e.jpg,https://i.etsystatic.com/19409017/r/il/b38c28/2117561333/il_fullxfull.2117561333_d7v5.jpg,https://i.etsystatic.com/19409017/r/il/02132d/2069991872/il_fullxfull.2069991872_lhh4.jpg,,,,,,,,,,,,,
"Customizable Ocean Leather Bookmark","Hand-dyed 3oz Veg-tanned Leather Ocean bookmark. The dye colours are Gold and Bordeaux. It is 14.5 cm long and 3 cm wide.",25,CAD,41,"waves,ocean,personalized,customized_bookmark,Nature_bookmark,accessories,books,book_accessories,leather_book_mark,leather_bookmark,bookmark,gifts",,https://i.etsystatic.com/19409017/r/il/59db51/2400470580/il_fullxfull.2400470580_bqrw.jpg,https://i.etsystatic.com/19409017/r/il/b0dbd0/2448102025/il_fullxfull.2448102025_dm6o.jpg,https://i.etsystatic.com/19409017/r/il/7d61fb/2448102069/il_fullxfull.2448102069_qbu5.jpg,,,,,,,,,,,,,,
